"Spawning Stock","Facility Stock","Parent Activity Type","Activity Type","Parent Activity No","Activity No","Activity Start Date","Start Time","Inventory Lot",Container,"Source Location Type","Operations Location","Second Location","Associated Party","Maturity Class","External Mark","Clip Placement","Internal Mark",Cause,"Action Taken","Observation Method","Capture Type","Capture Method","Mortality Disposition","Total Count","Total Recaptured Count",Withdrawals,Deposits,Removals,Releases
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151449,10/16/2023,09:15:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149546,149547,10/16/2023,09:05:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",251,0,251,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149546,149547,10/16/2023,09:05:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",27,0,27,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149546,149547,10/16/2023,09:05:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",243,0,243,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149546,149547,10/16/2023,09:05:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",8,0,8,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151443,10/16/2023,09:10:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,9,0,9,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151443,10/16/2023,09:10:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151449,10/16/2023,09:15:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,6,0,6,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151446,10/16/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151446,10/16/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,149501,149526,10/16/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,270,0,0,0,270,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151511,10/16/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,17,0,17,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",149501,149502,10/16/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,104,0,0,104,104,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",149501,149502,10/16/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,110,0,0,110,110,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151511,10/16/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,5,0,5,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151505,10/16/2023,09:10:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151505,10/16/2023,09:10:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,10,0,10,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149554,149555,10/16/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",110,0,110,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149554,149555,10/16/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",104,0,104,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149769,149770,10/16/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,5,0,5,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149769,149770,10/16/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,7,0,7,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149769,149770,10/16/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149769,149770,10/16/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,2,0,2,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149729,10/16/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,20,0,20,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149759,149760,10/16/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,6,0,6,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149759,149760,10/16/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149759,149760,10/16/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149759,149760,10/16/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149759,149760,10/16/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,10,0,10,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149729,10/16/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark","Cull Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149729,10/16/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,1,1,1,0,1,-1
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149528,149529,10/16/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149528,149529,10/16/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,3,3,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149528,149529,10/16/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,10,0,0,10,10,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149528,149529,10/16/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,10,0,0,10,10,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149566,149567,10/17/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,356,0,0,0,356,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149566,149567,10/17/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,407,0,0,0,407,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149566,149567,10/17/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,20,0,0,0,20,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151452,10/17/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151452,10/17/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151455,10/17/2023,09:05:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,3,0,3,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,163682,163686,10/17/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,995,0,0,0,995,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",163688,163689,10/17/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",20,0,20,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",163688,163689,10/17/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",27,0,27,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",163688,163689,10/17/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",365,0,365,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",163688,163689,10/17/2023,09:15:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",365,0,365,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",163682,163683,10/17/2023,09:10:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,390,0,0,390,390,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151517,10/17/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,11,0,11,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",163682,163683,10/17/2023,09:10:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,385,0,0,385,385,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151515,10/17/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,11,0,11,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151517,10/17/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151765,10/17/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151765,10/17/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture",Surplus,149571,149579,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2",,Brailer,,,"Ditidaht First Nation",Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,9,0,0,0,9,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture",Surplus,149571,149579,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2",,Brailer,,,"Ditidaht First Nation",Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,13,0,0,0,13,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149571,149572,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,50,0,0,50,50,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149571,149572,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,4,0,0,4,4,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149571,149572,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,11,0,0,11,11,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149571,149572,10/17/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,59,0,0,59,59,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149614,149615,10/18/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,35,0,0,0,35,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149614,149615,10/18/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,43,0,0,0,43,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149633,10/18/2023,09:00:00,"2023 NT Chum Lake","Chum Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",73,0,73,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149633,10/18/2023,09:00:00,"2023 NT Chum Lake","Chum Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",130,0,130,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149633,10/18/2023,09:00:00,"2023 NT Chum Lake","Chum Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",5,0,5,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,149608,149612,10/18/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,194,0,0,0,194,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149634,10/18/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",95,0,95,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149634,10/18/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",5,0,5,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149632,149634,10/18/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",140,0,140,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",149608,149609,10/18/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,294,0,0,294,294,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",149608,149609,10/18/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,159,0,0,159,159,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture",Surplus,149623,149629,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2",,Brailer,,,"Ditidaht First Nation",Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,14,0,0,0,14,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture",Surplus,149623,149629,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2",,Brailer,,,"Ditidaht First Nation",Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,7,0,0,0,7,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149623,149624,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,6,0,0,6,6,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149623,149624,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,4,0,0,4,4,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149623,149624,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,7,0,0,7,7,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149623,149624,10/18/2023,09:00:00,"2023 NT Coho Swim Ins 2","Coho Swim In 2",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,5,0,0,5,5,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149618,149619,10/18/2023,09:00:00,"2023 NT CN Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,50,0,0,0,50,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149618,149619,10/18/2023,09:00:00,"2023 NT CN Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,40,0,0,0,40,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149618,149619,10/18/2023,09:00:00,"2023 NT CN Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,8,0,0,0,8,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149649,149653,10/19/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,16,0,0,0,16,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149649,149653,10/19/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,7,0,0,0,7,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149649,149653,10/19/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,16,0,0,0,16,0
