"Spawning Stock","Facility Stock","Parent Activity Type","Activity Type","Parent Activity No","Activity No","Activity Start Date","Start Time","Inventory Lot",Container,"Source Location Type","Operations Location","Second Location","Associated Party","Maturity Class","External Mark","Clip Placement","Internal Mark",Cause,"Action Taken","Observation Method","Capture Type","Capture Method","Mortality Disposition","Total Count","Total Recaptured Count",Withdrawals,Deposits,Removals,Releases
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149099,149100,10/11/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,0,3,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149099,149100,10/11/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,318,0,0,0,318,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149099,149100,10/11/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,272,0,0,0,272,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149034,149037,10/11/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,"Given to First Nations",2,0,2,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149034,149037,10/11/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",66,0,66,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149034,149037,10/11/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",11,0,11,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149034,149037,10/11/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,"Given to First Nations",26,0,26,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149034,149037,10/11/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",66,0,66,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,163702,163706,10/11/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,123,0,0,0,123,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149129,149131,10/11/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",45,0,45,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Egg Take","Adult Selection",149129,149131,10/11/2023,09:05:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",45,0,45,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",163702,163703,10/11/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,45,0,0,45,45,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",163702,163703,10/11/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,46,0,0,46,46,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149720,10/11/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark","Cull Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,CWT,,Spawned,,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,23,0,23,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,30,0,30,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,1,0,1,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,7,0,7,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149734,149735,10/11/2023,09:10:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,"Rejected - Green",,,,Morgue,1,1,1,0,1,-1
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,3,0,3,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,CWT,,Spawned,,,,Morgue,3,0,3,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,1,1,1,0,1,-1
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,23,0,23,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,4,0,4,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,27,0,27,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149726,10/11/2023,09:05:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook","Egg Take","Adult Selection",149747,149748,10/11/2023,09:15:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Clipped,Adipose,CWT,,Spawned,,,,Morgue,2,0,2,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149720,10/11/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,19,0,19,0,0,0
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149720,10/11/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,1,1,1,0,1,-1
"2023 Sarita R Fall Chinook","2023 Sarita R Fall Chinook",,Mortalities,,149720,10/11/2023,09:00:00,"2023 SAR CN River","SAR River Holding","Holding Pond",,,,Jack,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149107,149110,10/11/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149107,149110,10/11/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,9,0,0,9,9,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149107,149110,10/11/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,8,0,0,8,8,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149107,149110,10/11/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,2,0,0,2,2,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149176,149177,10/12/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,24,0,0,0,24,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149176,149177,10/12/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,310,0,0,0,310,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149176,149177,10/12/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,424,0,0,0,424,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151431,10/12/2023,09:05:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,9,0,9,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,"Given to First Nations",245,0,245,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,"Given to First Nations",34,0,34,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",18,0,18,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Clipped,Adipose,CWT,,Spawned,,,,"Given to First Nations",1,0,1,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151431,10/12/2023,09:05:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,7,0,7,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,"Given to First Nations",192,0,192,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,"Given to First Nations",8,0,8,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",405,0,405,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,Spawned,,,,"Given to First Nations",336,0,336,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Egg Take","Adult Selection",149148,149154,10/12/2023,09:00:00,"2023 NT CN Lake","CN Lake Holding","Holding Pond",,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,"Given to First Nations",89,0,89,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,149181,149182,10/12/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,20,0,0,0,20,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,149181,149182,10/12/2023,09:00:00,"2023 NT Chum Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,116,0,0,0,116,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151708,10/12/2023,09:05:00,"2023 NT Coho Lake","Coho Lake Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149194,149195,10/12/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,3,3,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149194,149195,10/12/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,3,3,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149194,149195,10/12/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding",Brailer,,,,Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,3,3,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149194,149195,10/12/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding",Brailer,,,,Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149194,149195,10/12/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding",Brailer,,,,Male,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,6,0,0,6,6,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151710,10/12/2023,09:05:00,"2023 NT Coho Swim Ins","Coho Swim In Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149186,149190,10/12/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Jack,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149186,149190,10/12/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,9,0,0,9,9,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",149186,149190,10/12/2023,09:00:00,"2023 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,4,0,0,4,4,0
"2023 Sarita R Fall Chinook",,,"Waterbody Enumeration",,163881,10/12/2023,10:00:00,,,River/Lake,"Sarita River","Sarita River",,Female,Unclipped,,"No Internal Mark",,,"Adult Enumeration Dead Pitch Survey",,,,4,0,0,0,0,0
"2023 Sarita R Fall Chinook",,,"Waterbody Enumeration",,163881,10/12/2023,10:00:00,,,River/Lake,"Sarita River","Sarita River",,Female,Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,5,0,0,0,0,0
"2023 Sarita R Fall Chinook",,,"Waterbody Enumeration",,163881,10/12/2023,10:00:00,,,River/Lake,"Sarita River","Sarita River",,Male,Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,1,0,0,0,0,0
"2023 Sarita R Fall Chinook",,,"Waterbody Enumeration",,163881,10/12/2023,10:00:00,,,River/Lake,"Sarita River","Sarita River",,Male,Unclipped,,"No Internal Mark",,,"Adult Enumeration Dead Pitch Survey",,,,4,0,0,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151496,10/13/2023,09:05:00,"2023 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,148798,148803,10/13/2023,09:00:00,"2023 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,797,0,0,0,797,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture",Surplus,148798,148803,10/13/2023,09:00:00,"2023 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,6,0,0,0,6,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",148798,148799,10/13/2023,09:00:00,"2023 NT Chum Lake","Chum Lake Holding",River/Lake,"Nitinat Lake",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,139,0,0,139,139,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",148798,148799,10/13/2023,09:00:00,"2023 NT Chum Lake","Chum Lake Holding",River/Lake,"Nitinat Lake",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,406,0,0,406,406,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151435,10/14/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151435,10/14/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151499,10/14/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,3,0,3,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148822,148824,10/14/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Jack,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event",Angling,,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148822,148824,10/14/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Jack,Unclipped,,"No Internal Mark",,,,"Fishing Event",Angling,,2,0,0,2,2,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148822,148824,10/14/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Angling,,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148822,148824,10/14/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event",Angling,,3,0,0,3,3,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148822,148824,10/14/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Angling,,1,0,0,1,1,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151439,10/15/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook",,Mortalities,,151439,10/15/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,14,0,14,0,0,0
"2023 Nitinat R Fall Chum","2023 Nitinat R Fall Chum",,Mortalities,,151501,10/15/2023,09:00:00,"2023 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151712,10/15/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho",,Mortalities,,151712,10/15/2023,09:00:00,"2023 NT Coho Swim Ins","Coho Swim In Holding","Holding Pond",,,,Male,Clipped,Adipose,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148810,148812,10/15/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event",Angling,,6,0,0,6,6,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148810,148812,10/15/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Angling,,2,0,0,2,2,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148810,148812,10/15/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Angling,,1,0,0,1,1,0
"2023 Nitinat R Fall Coho","2023 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",148810,148812,10/15/2023,09:00:00,"2023 NT Coho River","Coho River Holding",River/Lake,"Nitinat R",,,Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event",Angling,,6,0,0,6,6,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149493,149497,10/16/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,367,0,0,0,367,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149493,149497,10/16/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,27,0,0,0,27,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture",Surplus,149493,149497,10/16/2023,09:00:00,"2023 NT CN Swim Ins",,Brailer,,,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,393,0,0,0,393,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",149493,149494,10/16/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,278,0,0,278,278,0
"2023 Nitinat R Fall Chinook","2023 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",149493,149494,10/16/2023,09:00:00,"2023 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,251,0,0,251,251,0
